testId,11,12,13,14,15,16,17,18,timeSpent,uid,chain
86009,7,7,7,7,7,7,7,7,12,d8deacb958693e260a2c,
86028,5,6,6,5,5,4,5,4,50,f14222f276d9c11e00e3,297
86051,4,5,4,1,5,5,6,4,45,d0a66b5241a765c0e99e,24
86062,8,8,8,8,8,8,8,8,14,d8deacb958693e260a2c,
86081,3,1,6,3,3,1,7,4,41,864a8ff9dcbefaf8cf66,202
86106,1,2,8,5,4,5,6,2,79,8d23a1c9c064ca0c5c76,70
86192,6,2,8,1,1,1,3,1,53,c8c5e901941dcd7c17a0,109
86257,5,5,2,9,6,6,3,7,58,a613767209b9372dd807,35
86286,6,5,2,5,6,5,3,4,35,a9688a549d9f8d5c1072,394
86308,3,1,8,2,3,4,4,5,44,864a8ff9dcbefaf8cf66,
86324,5,3,6,7,7,5,7,5,43,679dd607383bdbc736a3,285
86343,8,6,6,7,6,6,4,6,59,1669b2fb9fe3af0a1bda,218
86400,2,2,7,1,4,3,6,4,29,411bbc7a332b5a80dfbb,59
86447,4,4,4,3,4,5,4,4,36,1b6aa6cf7d583be315bd,407
86467,3,3,2,1,4,1,3,1,35,7043383baf1b2f01e9e6,359
86473,2,4,6,2,6,2,1,2,63,72d6b8e6fd1f658859d5,34
86525,3,5,3,8,6,5,6,5,33,eba06ba34e3fc6bd26f6,52
86606,8,6,4,8,7,7,3,4,120,52abbe9d7fb51fa8bc14,92
86640,7,4,6,7,6,6,8,6,25,648e381d675f66cf0ec9,
86705,4,3,4,1,6,3,4,3,43,5cc5c5253ca0dd43f6f1,
86741,5,2,7,3,4,5,3,4,98,ed22f95390ee9da01665,63
86769,5,6,5,3,6,4,7,4,141,be43f36321beab09e5da,
86819,7,8,6,8,7,8,7,8,24,19da3e4416ba4fcaf2dc,334
86835,7,7,7,7,7,7,7,7,18,be0372abb9ed5e25665d,
86847,4,4,5,2,6,2,4,3,54,9e61ea13eac9fd190175,462
86886,2,2,9,1,2,1,5,1,22,23dd7e5c60ebfb17da47,215
86897,6,6,4,2,6,5,6,5,78,be43f36321beab09e5da,
86920,2,3,4,3,5,4,6,4,71,52abbe9d7fb51fa8bc14,
86936,8,7,5,6,5,6,,7,210,52abbe9d7fb51fa8bc14,
87010,5,5,5,5,5,5,5,5,357,11255cfb04dc93f261db,296
87049,2,1,8,2,3,1,5,1,44,86c80587b8aa24cdecca,271
87051,4,4,5,4,5,2,5,3,35,16eacdb407bd48b6fde5,423
87072,6,5,3,1,4,3,1,2,42,4b900a756200d1033d3e,398
87111,2,2,9,6,6,4,4,6,26,d585211854bbf5f33cb6,133
87139,6,7,3,9,8,4,3,4,24,c23bda1f08c7f66815c3,299
87160,6,6,4,3,7,7,3,5,592,20efa2e5517768ea0fc7,354
87188,4,7,2,7,6,9,3,1,56,ca616f9411862e6f2a25,380
87221,6,2,6,7,2,3,5,5,58,2c148e543bc44118f737,138
87313,3,2,4,6,2,1,3,2,33,716ad1f12315f883701e,235
87323,1,1,9,5,1,1,5,1,30,0c4bbad92ad7f6ba88ca,431
87329,8,8,2,3,6,3,7,9,32,4904d43df104013fd5a7,
87335,4,5,5,5,5,5,5,5,119,4904d43df104013fd5a7,
87369,3,2,6,4,4,3,2,2,24,139dd6a1299de944c451,453
87404,1,3,3,3,6,5,7,3,61,44060a63c314693a567e,348
87439,4,3,6,8,4,4,3,3,43,4df6e47adccc384c112a,
87500,3,3,6,2,6,3,1,4,66,2d117bd0f7c0c8701ee7,
87532,7,4,4,2,5,4,2,6,41,7b623a07ba7d9d41d9be,203
87537,4,2,7,2,3,3,5,3,34,69fba8bd50ada9ceb073,261
87569,7,1,8,1,6,4,7,7,31,9450bf06cb86644ff813,170
87577,2,2,6,1,6,1,5,3,22,500bb7ae23043ff53023,390
87625,6,6,4,5,6,6,4,6,33,a41fd856d55d047208ef,53
87659,3,3,7,3,4,2,4,2,38,b13ab03b5ac8741fba1f,263
87682,7,6,5,7,6,6,4,5,47,528b5972a14f8c5e87c9,222
87701,4,2,7,2,3,2,4,4,27,ae8bc3c04d0057d19449,268
87716,3,7,2,8,5,8,3,2,46,ca616f9411862e6f2a25,
87784,2,1,9,1,2,1,9,1,54,298ce4427d2d30edb081,177
87799,3,3,5,3,6,5,6,6,39,7cacd69df806a06300df,375
87813,5,4,6,3,5,3,2,6,42,dac4d4dd724576a0939f,403
87815,5,4,5,7,7,6,7,5,25,848f40659a6be2a0f947,176
87835,1,1,1,9,1,1,9,1,62,848f40659a6be2a0f947,
87836,1,1,1,9,1,1,9,1,51,44cfd7dcf17aa3c6b409,360
87885,6,7,3,4,7,6,4,5,53,241e735171557bd9eb38,247
87938,7,7,6,5,5,6,2,4,20,241e735171557bd9eb38,
88002,4,2,7,8,4,3,5,3,33,a63356ec6724a0b0d7cb,37
88022,4,4,5,6,6,4,3,3,232,512dea69767f70b6523e,
88030,3,3,6,4,4,2,4,2,23,035fe0e129c3ec4d53de,152
88062,3,6,4,4,5,4,5,4,58,1a00bdab9fd9fb8b42e6,117
88145,6,4,3,6,6,5,4,5,44,0bff0b5febf470a965ef,419
88153,3,2,6,8,3,2,3,2,31,8fc774c024482fb283be,
88154,6,1,7,2,3,1,7,3,30,14c601e4ad61e0872134,157
88196,4,4,5,7,7,2,3,2,43,9fb3c0d8228d8ba2317e,58
88233,3,3,6,8,3,3,6,4,26,8fc774c024482fb283be,
88245,7,5,3,6,8,7,3,5,36,07d844ec616dab51f7ab,319
88265,6,5,4,7,5,3,5,3,49,4354657f374dabad2b80,173
88270,2,3,6,8,3,3,7,3,68,8fc774c024482fb283be,
88287,3,1,8,9,9,9,6,7,52,994b1668d6f2ec3795d8,
88357,7,4,3,2,6,2,4,4,43,f76d39e1c0f3a3572219,248
88367,5,5,5,5,5,5,5,5,15,994b1668d6f2ec3795d8,
88392,6,2,3,9,4,7,1,4,51,9f04ee1c8ce91dc68f58,32
88426,5,5,6,6,5,3,7,6,45,d19c5f455d39b8db3a21,167
88506,4,4,6,7,7,1,1,3,44,1b5a1aa3488972769799,
88507,8,7,4,3,8,7,1,6,22,3ad127403ba4e318dafa,16
88528,4,3,6,7,4,2,6,4,50,0802c2b931c7eec8060e,
88582,5,5,4,5,5,1,5,1,43,a1e4118bc7580b9557a1,452
88640,7,1,9,9,9,8,2,9,73,e353db01d775e854b0b4,454
88642,5,5,5,6,5,3,8,5,25,d19c5f455d39b8db3a21,
88650,4,7,2,8,6,3,5,7,196,670046e7fdd5a9fc65e3,371
88699,7,2,3,4,5,3,1,3,45,344a7a7e0fe50adc0f1d,433
88717,3,3,6,4,4,2,5,3,29,b446d9719ff21a515385,420
88774,7,3,2,5,6,7,3,5,32,7edd3ce15e580eaac9c6,366
88790,4,2,6,2,5,4,2,2,45,36f3b1d8a22f13294dae,198
88797,4,1,9,1,3,3,6,7,52,16ad1b4d1ff06f3ee044,64
88816,6,3,5,7,7,5,4,2,62,8cd9d8ca6b0b0ea1afef,251
88927,5,3,4,1,4,1,4,2,51,50ea5851d22171be01e8,148
88990,6,4,4,5,6,3,3,4,32,78a3aec60afc25488413,130
89049,6,4,6,7,5,4,7,4,45,5fcba5d5a61a781d0f48,
89058,6,2,7,1,2,2,5,6,28,22932116113321c78b64,
89079,1,3,7,4,6,1,9,2,43,476b6bebccf61ece7757,33
89099,4,2,4,1,2,4,3,3,30,f1250b4caa190e79ee32,
89155,2,2,8,3,5,3,2,1,72,63fcb0f23da57f3304ad,
89167,7,3,6,2,6,3,5,5,38,1f04f074f31d863508a3,428
89202,7,7,2,8,7,6,5,3,55,581bd217975908cd989c,377
89258,,,,,,,,,24,cfa0d50bc320b0b90a5e,414
89295,7,7,3,4,4,2,5,3,35,ed5e11be679ca889709a,46
89316,5,7,5,4,5,3,4,6,44,98f3ddd73b21b3fe312a,7
89357,5,5,5,5,5,5,5,5,20,5ade6f552d527f458458,55
89390,3,7,3,6,7,2,5,4,110,756ad25861bd3adfeb70,234
89395,1,3,9,3,7,1,5,1,40,277912969f9792ac1a7b,
89404,2,4,6,4,3,1,3,3,47,083ac9c210bb5d50dcca,153
89422,5,2,6,7,4,6,1,3,66,b914a1ebc43b051ddb71,395
89463,1,7,9,3,4,1,4,2,32,277912969f9792ac1a7b,
89489,6,7,3,5,7,3,4,3,40,b151959755837a20336f,269
89508,3,1,6,1,1,1,4,3,37,64414c38c8082ebdf8fc,
89552,4,3,6,6,5,2,4,5,142,c91e8a8242e8579ddf0b,18
89599,4,3,6,4,4,3,2,3,49,e6e97dd5e1e86a4a2e53,127
89639,6,6,3,6,8,5,6,5,150,635a4f6658e98eecdb0b,
89654,7,7,2,9,7,6,3,7,30,6b286cf49485238cee46,178
89665,6,4,,4,7,4,4,7,32,1a00bdab9fd9fb8b42e6,
89679,6,4,5,3,7,4,4,4,24,1a00bdab9fd9fb8b42e6,
89715,3,3,6,6,5,1,6,3,51,cadc2333565e7ee3b14e,260
89728,3,3,8,5,3,2,5,2,50,4b620ad01eeada9c32e7,424
89729,2,3,6,2,5,1,5,1,60,5b47c5a9851e4094c684,429
89759,3,2,7,3,4,2,8,2,53,a4327bf2f6d6a0d67310,128
89788,7,7,3,6,4,8,2,7,41,74aafe3bb5300694f76b,192
89819,4,4,5,3,5,1,5,5,85,6e3830a8f2890bc5dd31,183
89832,6,2,7,5,5,3,6,4,53,78d2397b6cb45550d5c0,110
89942,4,4,4,4,4,4,4,4,16,19fddb79bcc2f58c3391,
90030,4,4,5,6,4,3,2,3,75,ce22cd618788aafbad0d,42
90090,2,2,7,4,3,1,7,1,37,d7edaaa90ccbad8f8322,290
90116,7,7,3,7,7,6,5,5,49,45f50d9fd172ebd3dcc9,200
90115,6,7,3,1,7,6,1,3,101,5111656087213a604dc6,291
90177,4,7,3,8,6,3,5,3,62,118401ee335f7e206162,463
90197,2,3,5,2,3,1,4,1,37,d38d0e1ddc22c137a59e,25
90198,5,6,3,7,7,6,3,6,54,00c58daba7afceb197a2,445
90222,5,4,5,7,6,5,5,5,66,10721429635bf593e7fa,60
90253,6,5,8,7,7,5,5,6,73,a2693d54ad0cdf1881f2,416
90287,7,5,7,5,6,6,6,6,10,a2693d54ad0cdf1881f2,
90311,5,5,2,5,5,6,4,5,28,a67cae09235149975dac,421
90324,3,3,2,3,4,2,3,2,59,626248d084fc85679715,236
90328,9,9,8,6,4,3,5,3,47,19fddb79bcc2f58c3391,
90383,5,5,5,5,5,5,5,5,10,3223005d463c66742ea5,
90387,5,3,5,5,5,3,5,5,32,6e108fac9babbe245751,372
90392,3,7,1,8,7,7,5,5,34,184c31f2c01099605998,309
90453,5,4,5,5,5,5,3,5,31,0ebbefb823eecda5dc5b,
90472,5,6,5,7,7,6,3,5,72,d609059c673e46780b2b,120
90489,6,5,6,5,7,6,4,4,45,5bfe57594aa4aa172c11,
90525,6,4,8,3,5,2,7,1,57,fec1c542a1d493ef7f85,
90550,5,4,3,9,5,3,5,4,51,947a01b1118b97cf12aa,163
90611,1,2,3,4,5,6,7,8,19,947a01b1118b97cf12aa,
90617,7,6,7,3,8,1,3,3,54,f1c9085875f0f5664298,327
90627,3,2,6,1,2,2,2,2,25,323f6718fcb81ccf24b9,283
90645,2,3,4,5,4,2,6,4,22,41cb5d1f1050eba8deb3,325
90721,8,8,3,9,9,5,7,8,28,00ba5d2980e0f895721a,295
90744,2,2,8,3,4,2,8,2,35,7be60bc9e5d8249ab8ff,338
90754,1,2,3,2,3,4,5,6,17,947a01b1118b97cf12aa,
90766,5,6,4,6,4,5,5,6,16,947a01b1118b97cf12aa,
90774,1,2,3,3,3,4,4,5,494,947a01b1118b97cf12aa,
90789,1,2,3,4,5,6,7,8,12,947a01b1118b97cf12aa,
90802,2,3,4,3,4,5,6,7,346,947a01b1118b97cf12aa,
90828,7,7,1,8,5,4,4,3,64,9dc189594857cc0839da,216
90869,3,3,3,6,5,3,5,4,65,524e61c893f67fe645b7,184
90882,7,8,1,9,6,8,1,8,49,604e14cf358ed59dc795,56
90911,5,6,2,9,6,3,4,2,71,7d8c3ae8405f09ddfad2,
90958,7,5,6,6,7,3,4,4,87,ba9aff03829d9f6b4478,111
90969,2,3,7,5,2,2,5,1,102,33a88d9d5287e88687f9,
91030,3,3,5,2,5,6,4,3,49,9fb5be017849899aabfb,404
91041,3,4,4,4,4,4,4,4,12,bec4ea7971f27be99012,
91070,5,5,6,4,4,7,6,5,9,bec4ea7971f27be99012,
91078,7,6,5,4,4,5,6,5,10,bec4ea7971f27be99012,
91099,4,4,4,5,6,5,5,4,8,bec4ea7971f27be99012,
91126,6,7,4,9,6,5,3,4,50,eb420a1fefc5e5062580,331
91154,7,6,3,7,5,7,4,5,27,314d34aa6d2f3a8e5452,
91200,6,5,6,3,5,4,7,2,37,4927794c1f3af1a5aad1,65
91212,6,3,8,7,5,1,1,3,39,6f7159d190f57dd8363f,160
91273,2,3,3,1,5,1,3,2,63,782e731d1ba35ba37a3d,143
91298,4,3,6,3,3,3,1,4,37,127e3bf6e09c42051d56,21
91362,5,5,4,5,4,4,2,5,38,50610a399599e9972aa2,41
91389,7,5,8,5,4,7,8,4,55,9b380d9e0e2392df5e8a,250
91465,4,4,3,3,4,3,4,4,28,82bdb871d46dd8d2b01e,448
91487,5,3,6,5,6,3,4,3,41,c5c848e9f9f2bfbf54a7,330
91556,4,2,6,1,3,2,5,3,25,fab99426f97f56d1de32,307
91592,5,3,6,3,6,2,5,1,52,8294cc55866f04635d7c,162
91618,3,3,7,3,,6,4,5,20,bfe02df001c5fe0980c3,
91653,1,1,2,2,6,1,5,1,36,a892207d901ccfbdf789,
91683,3,2,6,6,5,1,2,3,22,727c4e75212e48b8581d,255
91727,3,1,2,9,7,7,5,3,61,addec27ed6e5e14ee0c0,405
91846,5,3,5,3,3,2,2,2,27,08f2a925eec924f82ce1,274
91912,9,6,4,5,5,6,4,7,34,a00af6f75c397d8a98c0,169
91916,4,5,6,5,4,5,6,5,95,a00af6f75c397d8a98c0,
91952,2,2,5,1,5,3,4,2,66,c2d9104a490c727f1793,458
91962,1,1,1,1,1,1,1,1,11,c2d9104a490c727f1793,
91974,4,4,7,1,2,1,7,4,38,a922542e2c25bd5c7dea,384
92016,5,4,5,2,6,2,3,5,43,e937c674e7d7b9536669,300
92037,6,5,3,3,3,6,5,6,62,7166469b4aba144e4c82,393
92104,3,5,5,4,5,8,3,3,84,d9d638a03338d439e3cc,103
92177,2,2,8,1,3,1,2,1,42,73e1c3d6b0674107bd19,
92245,7,5,5,2,5,6,6,6,47,507407051a111cc19a0e,376
92303,3,1,7,3,2,2,5,1,42,0eceea6b80ddbf9682ac,45
92329,6,4,6,3,6,5,4,4,25,214429523d83e5936422,341
92351,3,3,8,5,4,1,5,4,44,60d29b2b4dc41c69e729,
92361,6,4,2,7,7,3,3,6,36,5b0dbff043143e451ef4,275
92373,5,4,3,2,4,6,4,3,103,0560b1b506232b55d691,
92407,5,4,4,4,4,2,5,4,36,7b5a41b5f01a927b8fe3,273
92477,4,3,7,3,4,3,4,4,43,7ee0c5bae99707b6b52a,158
92510,7,6,8,9,7,1,4,3,50,9a13896bf75da954a736,
92522,3,4,2,2,4,2,5,2,60,30fc4406d5f36689437f,436
92532,6,3,6,6,6,6,6,3,37,293c1553c40d0e67b0d6,324
92617,5,5,4,7,5,5,6,4,67,0553573dddca5090145a,401
92669,4,4,3,6,8,2,5,7,38,bb2b2f2ace786caecdfc,100
92746,3,1,7,3,2,1,3,1,35,5c5e7decc1447b2a1b9a,249
92911,5,4,4,6,6,5,2,7,60,83dc7c49011ac83eec20,316
92917,5,5,5,5,5,5,5,5,16,aa89f42705a5440cf7cc,
92926,6,6,6,6,6,6,6,6,16,aa89f42705a5440cf7cc,
92968,3,3,4,4,5,5,4,6,61,6263e7ee01bb9fb59677,89
92978,2,1,8,1,4,2,5,3,23,d8885e2eecbbfe966144,
93012,7,5,6,5,7,2,5,4,31,dc9b9030ebc27bb5ca79,266
93104,3,2,6,1,5,5,4,2,31,f51ad2cba34e61f0a272,135
93280,5,4,6,3,3,6,5,3,44,637cb26f04c707efa5a3,95
93322,5,3,3,6,4,1,4,3,50,5393cbd22650f613b453,149
93422,8,4,7,5,6,4,3,2,39,6afa98af9dca45841275,321
93440,3,2,6,3,3,2,5,2,52,47f0e89f7b8964fb908e,232
93470,3,2,4,1,2,2,2,2,52,0f4de151c85460d74a1f,365
93498,4,1,8,6,2,2,5,1,109,27f6e77bacabbcb885af,187
93550,3,1,7,4,1,1,5,2,44,6de4d88f2d3c9b5ed94e,122
93569,6,4,6,4,6,5,4,6,45,8a3b2ae8eae19044b353,80
93589,6,2,3,2,6,4,2,2,54,19c99565121b38dbc901,450
93610,5,5,5,5,5,5,5,5,19,0877002cbbfb145c1032,
93628,5,3,7,7,8,9,5,5,40,c3a8a367b935111cddb7,323
93738,3,2,6,3,4,3,5,4,27,65fb838926622601bf1e,
93764,5,3,7,5,3,1,4,5,51,9492917bed7f2b954d11,
93883,7,4,7,1,7,3,2,3,33,e93f463dffdb006d0265,82
93966,3,2,7,4,5,3,5,2,46,6ec79a60db41d630b33b,343
93993,1,1,7,2,3,1,9,3,42,4e8b18a29a0b4019a2a8,317
94061,1,1,9,1,6,2,9,2,63,7354b032bf135914f9b9,418
94089,6,4,4,2,6,1,6,3,38,334c6fbe9bdeedd14db2,112
94120,7,4,5,9,9,9,4,8,105,c348e1d1d40809cdaa5e,98
94183,6,5,2,7,6,4,1,6,67,f7ae14edae0eae7d80fc,
94221,5,6,3,8,5,3,5,4,60,70a381e8775f1174f2bf,264
94244,5,3,4,4,5,2,2,2,49,236641095927fff4e5ba,211
94305,5,6,4,2,7,1,8,4,63,0dd02463e255879f6f3e,451
94379,4,3,6,4,5,3,4,1,46,b3f80b234d05256cc79d,
94384,7,3,6,2,3,2,3,2,42,6ba5155f30cac334d777,115
94446,3,2,7,3,5,1,5,2,25,4be2a253b06f5e323bb3,182
94487,4,3,6,7,4,3,6,3,49,64167ceab257b906cb57,241
94514,6,6,7,3,5,7,3,7,67,ec0ff8554c37cfe8fa29,292
94561,3,2,7,7,4,6,5,1,78,dc52234fce75557fd294,243
94576,3,3,3,5,5,3,4,5,27,7945843d19dedb9aedef,415
94611,2,3,8,1,3,2,5,2,51,be15b2200bdeabe70c50,410
94722,8,1,7,8,3,2,6,3,45,c95ed68479f1c0df2ec1,207
94773,6,6,6,1,4,5,5,4,80,64b1ded6d17d24a505fd,71
94806,4,4,3,4,5,6,2,4,37,e6401a81bad0e95a4fb2,
94816,,,,,,,,,8,9f998921f94dfc3549d9,
94826,5,2,2,2,3,2,5,1,70,f028816dac8a6a4ab8c6,355
94976,3,3,6,2,3,1,3,1,35,0f5b5e92081699e28765,
95124,4,1,6,1,6,2,1,1,96,62833c50b09feeb7daa8,304
95171,6,4,4,3,4,5,6,4,52,4093bca287d03e18571c,91
